"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","PT","Pressure","Pressure_Coefficient","Temperature","c","u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.96929,2.8728e+05,2.0295,545.95,4.8072,0,2.0717e+05,53401,-7.7932e+17,185.41,277.65,563.43,1,3.522,3.522,0,0
0.96047,2.8486e+05,2.0379,542.2,4.759,0,2.0578e+05,52719,-7.8761e+17,184.72,277.13,564.71,1,3.528,3.528,0,0
0.95165,2.8245e+05,2.0463,538.46,4.7108,0,2.0439e+05,52036,-7.9591e+17,184.03,276.61,565.98,1,3.534,3.534,0,0
0.94283,2.8003e+05,2.0547,534.71,4.6625,0,2.03e+05,51354,-8.0421e+17,183.34,276.1,567.26,1,3.54,3.54,0,0
0.93401,2.7761e+05,2.0631,530.97,4.6143,0,2.0161e+05,50671,-8.1251e+17,182.65,275.58,568.54,1,3.546,3.546,0,0
0.92578,2.7535e+05,2.0713,527.4,4.5756,0,2.0028e+05,50044,-8.2013e+17,181.99,275.08,569.75,1,3.552,3.552,0,0
0.91793,2.7319e+05,2.0793,523.96,4.5432,0,1.9901e+05,49454,-8.273e+17,181.35,274.59,570.92,1,3.558,3.558,0,0
0.91009,2.7103e+05,2.0873,520.51,4.5108,0,1.9773e+05,48864,-8.3448e+17,180.71,274.11,572.09,1,3.564,3.564,0,0
0.90225,2.6887e+05,2.0953,517.07,4.4785,0,1.9646e+05,48274,-8.4165e+17,180.07,273.62,573.26,1,3.57,3.57,0,0
0.89441,2.6671e+05,2.1033,513.62,4.4461,0,1.9518e+05,47684,-8.4883e+17,179.43,273.13,574.43,1,3.576,3.576,0,0
0.88656,2.6455e+05,2.1113,510.18,4.4137,0,1.939e+05,47094,-8.56e+17,178.79,272.65,575.6,1,3.582,3.582,0,0
0.87872,2.6238e+05,2.1193,506.73,4.3813,0,1.9263e+05,46504,-8.6318e+17,178.15,272.16,576.77,1,3.588,3.588,0,0
0.87088,2.6022e+05,2.1273,503.29,4.3489,0,1.9135e+05,45914,-8.7035e+17,177.51,271.68,577.94,1,3.594,3.594,0,0
0.86352,2.5819e+05,2.1353,499.97,4.3169,0,1.9013e+05,45376,-8.7689e+17,176.9,271.2,579.08,1,3.6,3.6,0,0
0.8562,2.5618e+05,2.1432,496.66,4.2851,0,1.8891e+05,44843,-8.8337e+17,176.29,270.73,580.21,1,3.606,3.606,0,0
0.84888,2.5416e+05,2.1512,493.36,4.2532,0,1.8769e+05,44309,-8.8986e+17,175.68,270.26,581.34,1,3.612,3.612,0,0
0.84156,2.5214e+05,2.1592,490.05,4.2213,0,1.8647e+05,43776,-8.9634e+17,175.07,269.79,582.48,1,3.618,3.618,0,0
0.83424,2.5012e+05,2.1671,486.74,4.1894,0,1.8526e+05,43243,-9.0282e+17,174.46,269.32,583.61,1,3.624,3.624,0,0
0.82692,2.481e+05,2.1751,483.43,4.1575,0,1.8404e+05,42710,-9.093e+17,173.85,268.85,584.74,1,3.63,3.63,0,0
0.8196,2.4608e+05,2.1831,480.13,4.1256,0,1.8282e+05,42176,-9.1579e+17,173.24,268.38,585.88,1,3.636,3.636,0,0
0.81249,2.4413e+05,2.1909,476.9,4.0955,0,1.8163e+05,41663,-9.2203e+17,172.64,267.93,586.99,1,3.642,3.642,0,0
0.80603,2.4236e+05,2.1983,473.91,4.0709,0,1.8054e+05,41210,-9.2754e+17,172.11,267.51,588.04,1,3.648,3.648,0,0
0.79957,2.4059e+05,2.2057,470.92,4.0463,0,1.7945e+05,40757,-9.3304e+17,171.58,267.09,589.09,1,3.654,3.654,0,0
0.79311,2.3882e+05,2.2131,467.93,4.0216,0,1.7836e+05,40304,-9.3855e+17,171.04,266.68,590.14,1,3.66,3.66,0,0
0.78665,2.3704e+05,2.2205,464.94,3.997,0,1.7727e+05,39852,-9.4405e+17,170.51,266.26,591.19,1,3.666,3.666,0,0
0.78019,2.3527e+05,2.2279,461.95,3.9724,0,1.7618e+05,39399,-9.4956e+17,169.97,265.84,592.24,1,3.672,3.672,0,0
0.77373,2.335e+05,2.2353,458.96,3.9478,0,1.7509e+05,38946,-9.5506e+17,169.44,265.43,593.28,1,3.678,3.678,0,0
0.76727,2.3173e+05,2.2427,455.98,3.9232,0,1.7399e+05,38493,-9.6057e+17,168.91,265.01,594.33,1,3.684,3.684,0,0
0.7613,2.3009e+05,2.2498,453.18,3.8486,0,1.7297e+05,38079,-9.656e+17,168.4,264.61,595.32,1,3.69,3.69,0,0
0.75572,2.2854e+05,2.2567,450.53,3.7349,0,1.72e+05,37695,-9.7027e+17,167.91,264.23,596.24,1,3.696,3.696,0,0
0.75013,2.27e+05,2.2635,447.88,3.6213,0,1.7103e+05,37311,-9.7494e+17,167.42,263.84,597.17,1,3.702,3.702,0,0
0.74455,2.2545e+05,2.2703,445.23,3.5076,0,1.7006e+05,36927,-9.7961e+17,166.94,263.46,598.1,1,3.708,3.708,0,0
0.73897,2.239e+05,2.2772,442.58,3.3939,0,1.6909e+05,36543,-9.8428e+17,166.45,263.07,599.03,1,3.714,3.714,0,0
0.73338,2.2235e+05,2.284,439.93,3.2802,0,1.6812e+05,36158,-9.8895e+17,165.96,262.69,599.96,1,3.72,3.72,0,0
0.7278,2.2081e+05,2.2909,437.28,3.1665,0,1.6715e+05,35774,-9.9362e+17,165.48,262.3,600.89,1,3.726,3.726,0,0
0.72221,2.1926e+05,2.2977,434.63,3.0528,0,1.6618e+05,35390,-9.9829e+17,164.99,261.92,601.82,1,3.732,3.732,0,0
0.71779,2.1801e+05,2.3031,432.45,2.9307,0,1.6537e+05,35093,-1.0019e+18,164.6,261.61,602.51,1,3.738,3.738,0,0
0.71352,2.168e+05,2.3083,430.34,2.8073,0,1.6459e+05,34807,-1.0054e+18,164.23,261.31,603.18,1,3.744,3.744,0,0
0.70924,2.1558e+05,2.3135,428.22,2.684,0,1.638e+05,34521,-1.0089e+18,163.85,261.01,603.84,1,3.75,3.75,0,0
0.70497,2.1437e+05,2.3187,426.11,2.5607,0,1.6302e+05,34235,-1.0123e+18,163.48,260.72,604.5,1,3.756,3.756,0,0
0.7007,2.1316e+05,2.3239,423.99,2.4374,0,1.6223e+05,33950,-1.0158e+18,163.1,260.42,605.16,1,3.762,3.762,0,0
0.69643,2.1195e+05,2.3291,421.88,2.314,0,1.6145e+05,33664,-1.0193e+18,162.73,260.12,605.83,1,3.768,3.768,0,0
0.69216,2.1073e+05,2.3343,419.77,2.1907,0,1.6067e+05,33378,-1.0228e+18,162.35,259.82,606.49,1,3.774,3.774,0,0
0.68813,2.0958e+05,2.3392,417.75,2.0835,0,1.5992e+05,33108,-1.026e+18,161.99,259.53,607.09,1,3.78,3.78,0,0
0.68507,2.0864e+05,2.3427,416.13,2.0412,0,1.5929e+05,32902,-1.0285e+18,161.7,259.29,607.45,1,3.786,3.786,0,0
0.682,2.0771e+05,2.3463,414.51,1.9988,0,1.5867e+05,32696,-1.0311e+18,161.4,259.06,607.81,1,3.792,3.792,0,0
0.67894,2.0678e+05,2.3498,412.89,1.9564,0,1.5804e+05,32490,-1.0336e+18,161.1,258.82,608.17,1,3.798,3.798,0,0
0.67588,2.0584e+05,2.3534,411.27,1.914,0,1.5742e+05,32284,-1.0361e+18,160.81,258.58,608.53,1,3.804,3.804,0,0
0.67282,2.0491e+05,2.357,409.65,1.8716,0,1.5679e+05,32078,-1.0386e+18,160.51,258.34,608.89,1,3.81,3.81,0,0
0.66975,2.0397e+05,2.3605,408.03,1.8292,0,1.5617e+05,31872,-1.0411e+18,160.21,258.1,609.25,1,3.816,3.816,0,0
0.66669,2.0304e+05,2.3641,406.41,1.7868,0,1.5554e+05,31666,-1.0436e+18,159.92,257.86,609.61,1,3.822,3.822,0,0
0.66375,2.0215e+05,2.3685,404.91,1.7117,0,1.5496e+05,31455,-1.0461e+18,159.56,257.57,610.05,1,3.828,3.828,0,0
0.66093,2.0129e+05,2.3737,403.52,1.6063,0,1.5443e+05,31241,-1.0487e+18,159.14,257.23,610.57,1,3.834,3.834,0,0
0.65811,2.0043e+05,2.3788,402.13,1.5009,0,1.5389e+05,31027,-1.0513e+18,158.72,256.89,611.08,1,3.84,3.84,0,0
0.65528,1.9957e+05,2.384,400.74,1.3954,0,1.5336e+05,30813,-1.0539e+18,158.3,256.55,611.6,1,3.846,3.846,0,0
0.65246,1.9872e+05,2.3892,399.35,1.29,0,1.5282e+05,30599,-1.0566e+18,157.88,256.21,612.11,1,3.852,3.852,0,0
0.64963,1.9786e+05,2.3944,397.97,1.1846,0,1.5228e+05,30385,-1.0592e+18,157.46,255.87,612.63,1,3.858,3.858,0,0
0.64681,1.97e+05,2.3995,396.58,1.0792,0,1.5175e+05,30170,-1.0618e+18,157.04,255.53,613.14,1,3.864,3.864,0,0
0.64399,1.9614e+05,2.4047,395.19,0.97373,0,1.5121e+05,29956,-1.0644e+18,156.62,255.19,613.66,1,3.87,3.87,0,0
0.64241,1.957e+05,2.4078,394.44,0.83054,0,1.5093e+05,29841,-1.0658e+18,156.4,255.01,614,1,3.876,3.876,0,0
0.64107,1.9533e+05,2.4104,393.82,0.68008,0,1.5071e+05,29745,-1.0669e+18,156.22,254.87,614.32,1,3.882,3.882,0,0
0.63973,1.9496e+05,2.413,393.19,0.52963,0,1.5048e+05,29649,-1.0681e+18,156.04,254.72,614.63,1,3.888,3.888,0,0
0.6384,1.9459e+05,2.4156,392.57,0.37917,0,1.5026e+05,29553,-1.0693e+18,155.86,254.57,614.94,1,3.894,3.894,0,0
0.63706,1.9422e+05,2.4183,391.95,0.22872,0,1.5003e+05,29457,-1.0704e+18,155.68,254.42,615.26,1,3.9,3.9,0,0
0.63572,1.9385e+05,2.4209,391.33,0.07827,0,1.498e+05,29361,-1.0716e+18,155.5,254.28,615.57,1,3.906,3.906,0,0
0.63438,1.9348e+05,2.4235,390.7,-0.072184,0,1.4958e+05,29265,-1.0728e+18,155.32,254.13,615.88,1,3.912,3.912,0,0
0.63319,1.9314e+05,2.4255,390.12,-0.26451,0,1.4937e+05,29185,-1.0737e+18,155.19,254.02,616.12,1,3.918,3.918,0,0
0.63277,1.9301e+05,2.4238,389.76,-0.67956,0,1.4923e+05,29190,-1.0737e+18,155.32,254.13,615.95,1,3.924,3.924,0,0
0.63236,1.9288e+05,2.4221,389.39,-1.0946,0,1.4909e+05,29195,-1.0736e+18,155.45,254.24,615.78,1,3.93,3.93,0,0
0.63194,1.9275e+05,2.4204,389.02,-1.5097,0,1.4894e+05,29200,-1.0736e+18,155.58,254.34,615.61,1,3.936,3.936,0,0
0.63152,1.9261e+05,2.4187,388.65,-1.9247,0,1.488e+05,29205,-1.0735e+18,155.71,254.45,615.44,1,3.942,3.942,0,0
0.63111,1.9248e+05,2.417,388.29,-2.3398,0,1.4866e+05,29211,-1.0734e+18,155.84,254.56,615.26,1,3.948,3.948,0,0
0.63069,1.9235e+05,2.4153,387.92,-2.7548,0,1.4852e+05,29216,-1.0734e+18,155.97,254.66,615.09,1,3.954,3.954,0,0
0.63027,1.9221e+05,2.4136,387.55,-3.1699,0,1.4838e+05,29221,-1.0733e+18,156.1,254.77,614.92,1,3.96,3.96,0,0
0.63262,1.9289e+05,2.409,388.64,-4.0637,0,1.4879e+05,29399,-1.0711e+18,156.45,255.05,614.4,1,3.966,3.966,0,0
0.63801,1.9445e+05,2.401,391.3,-5.4808,0,1.498e+05,29765,-1.0667e+18,157.03,255.52,613.49,1,3.972,3.972,0,0
0.64339,1.9601e+05,2.3931,393.97,-6.8979,0,1.5081e+05,30131,-1.0622e+18,157.62,256,612.58,1,3.978,3.978,0,0
0.64877,1.9757e+05,2.3852,396.64,-8.315,0,1.5182e+05,30497,-1.0578e+18,158.2,256.47,611.67,1,3.984,3.984,0,0
0.65415,1.9913e+05,2.3772,399.31,-9.7321,0,1.5283e+05,30863,-1.0533e+18,158.79,256.94,610.76,1,3.99,3.99,0,0
0.65953,2.0069e+05,2.3693,401.98,-11.149,0,1.5384e+05,31229,-1.0489e+18,159.37,257.42,609.85,1,3.996,3.996,0,0
0.66492,2.0224e+05,2.3614,404.64,-12.566,0,1.5485e+05,31595,-1.0444e+18,159.95,257.89,608.94,1,4.002,4.002,0,0
0.6703,2.038e+05,2.3534,407.31,-13.983,0,1.5586e+05,31961,-1.04e+18,160.54,258.36,608.03,1,4.008,4.008,0,0
0.69443,2.1033e+05,2.3172,417.45,-16.079,0,1.5959e+05,33831,-1.0173e+18,163.28,260.49,603,1,4.014,4.014,0,0
0.72333,2.1813e+05,2.2737,429.48,-18.347,0,1.64e+05,36084,-9.8987e+17,166.57,263.04,596.92,1,4.02,4.02,0,0
0.75223,2.2592e+05,2.2303,441.51,-20.616,0,1.6842e+05,38336,-9.6248e+17,169.87,265.6,590.83,1,4.026,4.026,0,0
0.78112,2.3372e+05,2.1868,453.55,-22.884,0,1.7283e+05,40589,-9.3509e+17,173.16,268.15,584.75,1,4.032,4.032,0,0
0.81002,2.4151e+05,2.1433,465.58,-25.152,0,1.7725e+05,42842,-9.077e+17,176.45,270.7,578.67,1,4.038,4.038,0,0
0.83892,2.493e+05,2.0999,477.61,-27.421,0,1.8166e+05,45095,-8.8031e+17,179.75,273.25,572.58,1,4.044,4.044,0,0
0.86782,2.571e+05,2.0564,489.65,-29.689,0,1.8608e+05,47347,-8.5292e+17,183.04,275.81,566.5,1,4.05,4.05,0,0
0.90097,2.6602e+05,2.0127,503.26,-31.762,0,1.911e+05,49946,-8.2132e+17,186.41,278.39,560.2,1,4.056,4.056,0,0
0.96622,2.8348e+05,1.9674,528.85,-32.359,0,2.0074e+05,55165,-7.5787e+17,190.31,281.2,552.29,1,4.062,4.062,0,0
1.0315,3.0095e+05,1.922,554.43,-32.956,0,2.1037e+05,60385,-6.9441e+17,194.21,284,544.37,1,4.068,4.068,0,0
1.0967,3.1841e+05,1.8767,580.02,-33.553,0,2.2e+05,65604,-6.3095e+17,198.11,286.81,536.45,1,4.074,4.074,0,0
1.162,3.3587e+05,1.8314,605.6,-34.149,0,2.2964e+05,70824,-5.6749e+17,202.01,289.62,528.54,1,4.08,4.08,0,0
1.2272,3.5334e+05,1.7861,631.19,-34.746,0,2.3927e+05,76043,-5.0404e+17,205.91,292.43,520.62,1,4.086,4.086,0,0
1.2925,3.708e+05,1.7407,656.78,-35.343,0,2.489e+05,81262,-4.4058e+17,209.81,295.23,512.7,1,4.092,4.092,0,0
1.3578,3.8826e+05,1.6954,682.36,-35.94,0,2.5854e+05,86482,-3.7712e+17,213.71,298.04,504.79,1,4.098,4.098,0,0
1.4304,4.0725e+05,1.6503,706.31,-34.322,0,2.6796e+05,92858,-2.996e+17,217.79,300.88,496.14,1,4.104,4.104,0,0
1.5126,4.2821e+05,1.6055,728.14,-29.843,0,2.7712e+05,1.0073e+05,-2.0392e+17,222.11,303.77,486.56,1,4.11,4.11,0,0
1.5948,4.4918e+05,1.5608,749.98,-25.364,0,2.8628e+05,1.086e+05,-1.0824e+17,226.43,306.66,476.98,1,4.116,4.116,0,0
1.677,4.7014e+05,1.516,771.81,-20.885,0,2.9544e+05,1.1647e+05,-1.2562e+16,230.75,309.55,467.39,1,4.122,4.122,0,0
1.7592,4.911e+05,1.4712,793.64,-16.406,0,3.046e+05,1.2434e+05,8.311e+16,235.07,312.44,457.81,1,4.128,4.128,0,0
1.8414,5.1207e+05,1.4264,815.48,-11.927,0,3.1376e+05,1.3221e+05,1.7879e+17,239.39,315.33,448.23,1,4.134,4.134,0,0
1.9236,5.3303e+05,1.3817,837.31,-7.4475,0,3.2292e+05,1.4008e+05,2.7447e+17,243.7,318.22,438.64,1,4.14,4.14,0,0
2.0058,5.5399e+05,1.3369,859.15,-2.9683,0,3.3208e+05,1.4794e+05,3.7015e+17,248.02,321.11,429.06,1,4.146,4.146,0,0
2.0342,5.6132e+05,1.3222,866.18,-0.082221,0,3.3519e+05,1.5076e+05,4.0432e+17,249.52,322.1,425.86,1,4.152,4.152,0,0
2.0451,5.6424e+05,1.3171,868.44,2.2891,0,3.3635e+05,1.5193e+05,4.1862e+17,250.1,322.48,424.72,1,4.158,4.158,0,0
2.0561,5.6717e+05,1.3121,870.69,4.6604,0,3.3751e+05,1.5311e+05,4.3291e+17,250.68,322.85,423.58,1,4.164,4.164,0,0
2.067,5.7009e+05,1.307,872.94,7.0318,0,3.3866e+05,1.5428e+05,4.4721e+17,251.27,323.23,422.44,1,4.17,4.17,0,0
2.078,5.7301e+05,1.302,875.2,9.4031,0,3.3982e+05,1.5546e+05,4.6151e+17,251.85,323.6,421.3,1,4.176,4.176,0,0
2.089,5.7593e+05,1.297,877.45,11.774,0,3.4098e+05,1.5663e+05,4.758e+17,252.43,323.97,420.16,1,4.182,4.182,0,0
2.0999,5.7886e+05,1.2919,879.7,14.146,0,3.4214e+05,1.5781e+05,4.901e+17,253.01,324.35,419.03,1,4.188,4.188,0,0
2.1081,5.8108e+05,1.2882,881.4,16.321,0,3.4303e+05,1.587e+05,5.0095e+17,253.47,324.64,418.2,1,4.194,4.194,0,0
2.0823,5.748e+05,1.3004,876.28,16.083,0,3.4062e+05,1.5612e+05,4.6953e+17,252.34,323.91,421.16,1,4.2,4.2,0,0
2.0565,5.6851e+05,1.3126,871.15,15.845,0,3.3821e+05,1.5353e+05,4.3811e+17,251.21,323.19,424.12,1,4.206,4.206,0,0
2.0306,5.6223e+05,1.3248,866.02,15.608,0,3.358e+05,1.5095e+05,4.0668e+17,250.09,322.46,427.08,1,4.212,4.212,0,0
2.0048,5.5594e+05,1.3371,860.89,15.37,0,3.3339e+05,1.4837e+05,3.7526e+17,248.96,321.73,430.04,1,4.218,4.218,0,0
1.979,5.4966e+05,1.3493,855.77,15.132,0,3.3098e+05,1.4578e+05,3.4384e+17,247.83,321,433,1,4.224,4.224,0,0
1.9532,5.4337e+05,1.3615,850.64,14.895,0,3.2858e+05,1.432e+05,3.1241e+17,246.71,320.27,435.97,1,4.23,4.23,0,0
1.9273,5.3708e+05,1.3737,845.51,14.657,0,3.2617e+05,1.4061e+05,2.8099e+17,245.58,319.55,438.93,1,4.236,4.236,0,0
1.9033,5.3114e+05,1.386,840.59,14.033,0,3.2388e+05,1.3818e+05,2.5142e+17,244.41,318.78,441.8,1,4.242,4.242,0,0
1.8819,5.2573e+05,1.3984,835.98,12.816,0,3.2176e+05,1.3598e+05,2.2469e+17,243.17,317.97,444.55,1,4.248,4.248,0,0
1.8605,5.2033e+05,1.4108,831.36,11.599,0,3.1965e+05,1.3378e+05,1.9795e+17,241.93,317.15,447.29,1,4.254,4.254,0,0
1.8391,5.1492e+05,1.4231,826.75,10.382,0,3.1754e+05,1.3158e+05,1.7122e+17,240.69,316.33,450.04,1,4.26,4.26,0,0
1.8178,5.0951e+05,1.4355,822.14,9.1654,0,3.1543e+05,1.2938e+05,1.4449e+17,239.45,315.52,452.78,1,4.266,4.266,0,0
1.7964,5.041e+05,1.4479,817.52,7.9485,0,3.1332e+05,1.2719e+05,1.1776e+17,238.21,314.7,455.52,1,4.272,4.272,0,0
1.775,4.9869e+05,1.4602,812.91,6.7315,0,3.1121e+05,1.2499e+05,9.1026e+16,236.97,313.89,458.27,1,4.278,4.278,0,0
1.7536,4.9328e+05,1.4726,808.29,5.5146,0,3.091e+05,1.2279e+05,6.4293e+16,235.73,313.07,461.01,1,4.284,4.284,0,0
1.7395,4.8969e+05,1.4803,804.79,4.5985,0,3.0759e+05,1.214e+05,4.7454e+16,234.97,312.57,462.7,1,4.29,4.29,0,0
1.7284,4.8683e+05,1.4862,801.74,3.8027,0,3.0631e+05,1.2034e+05,3.4571e+16,234.4,312.19,463.96,1,4.296,4.296,0,0
1.7172,4.8397e+05,1.4921,798.68,3.0069,0,3.0504e+05,1.1928e+05,2.1689e+16,233.84,311.81,465.23,1,4.302,4.302,0,0
1.706,4.8111e+05,1.498,795.63,2.2112,0,3.0377e+05,1.1822e+05,8.8068e+15,233.27,311.44,466.49,1,4.308,4.308,0,0
1.6948,4.7825e+05,1.5038,792.57,1.4154,0,3.025e+05,1.1716e+05,-4.0756e+15,232.71,311.06,467.76,1,4.314,4.314,0,0
1.6837,4.7539e+05,1.5097,789.51,0.61958,0,3.0123e+05,1.1611e+05,-1.6958e+16,232.14,310.68,469.02,1,4.32,4.32,0,0
1.6725,4.7253e+05,1.5156,786.46,-0.17621,0,2.9996e+05,1.1505e+05,-2.984e+16,231.58,310.31,470.28,1,4.326,4.326,0,0
1.6617,4.6976e+05,1.5213,783.5,-0.95427,0,2.9873e+05,1.1402e+05,-4.232e+16,231.03,309.94,471.51,1,4.332,4.332,0,0
1.6609,4.6951e+05,1.5217,783.23,-1.2272,0,2.9861e+05,1.1394e+05,-4.3316e+16,230.97,309.9,471.56,1,4.338,4.338,0,0
1.6602,4.6927e+05,1.522,782.96,-1.5001,0,2.9849e+05,1.1386e+05,-4.4312e+16,230.91,309.86,471.62,1,4.344,4.344,0,0
1.6594,4.6902e+05,1.5224,782.69,-1.7731,0,2.9836e+05,1.1377e+05,-4.5308e+16,230.85,309.82,471.68,1,4.35,4.35,0,0
1.6586,4.6878e+05,1.5228,782.42,-2.046,0,2.9824e+05,1.1369e+05,-4.6304e+16,230.79,309.78,471.74,1,4.356,4.356,0,0
1.6578,4.6853e+05,1.5232,782.16,-2.3189,0,2.9812e+05,1.1361e+05,-4.73e+16,230.73,309.74,471.79,1,4.362,4.362,0,0
1.6571,4.6829e+05,1.5236,781.89,-2.5919,0,2.98e+05,1.1353e+05,-4.8296e+16,230.68,309.7,471.85,1,4.368,4.368,0,0
1.6563,4.6804e+05,1.5239,781.62,-2.8648,0,2.9787e+05,1.1345e+05,-4.9292e+16,230.62,309.66,471.91,1,4.374,4.374,0,0
1.6572,4.6821e+05,1.5235,781.82,-3.0382,0,2.9794e+05,1.1351e+05,-4.8478e+16,230.63,309.67,471.79,1,4.38,4.38,0,0
1.6609,4.6914e+05,1.5216,782.88,-3.0296,0,2.9836e+05,1.1385e+05,-4.4351e+16,230.8,309.78,471.36,1,4.386,4.386,0,0
1.6647,4.7007e+05,1.5197,783.94,-3.0211,0,2.9878e+05,1.1419e+05,-4.0224e+16,230.96,309.89,470.93,1,4.392,4.392,0,0
1.6685,4.71e+05,1.5178,785,-3.0125,0,2.992e+05,1.1453e+05,-3.6098e+16,231.12,310,470.5,1,4.398,4.398,0,0
1.6723,4.7193e+05,1.5159,786.06,-3.0039,0,2.9962e+05,1.1487e+05,-3.1971e+16,231.28,310.11,470.07,1,4.404,4.404,0,0
1.676,4.7285e+05,1.5139,787.12,-2.9953,0,3.0004e+05,1.1521e+05,-2.7844e+16,231.44,310.21,469.64,1,4.41,4.41,0,0
1.6798,4.7378e+05,1.512,788.18,-2.9867,0,3.0046e+05,1.1555e+05,-2.3717e+16,231.6,310.32,469.21,1,4.416,4.416,0,0
1.6836,4.7471e+05,1.5101,789.24,-2.9781,0,3.0088e+05,1.1589e+05,-1.959e+16,231.76,310.43,468.78,1,4.422,4.422,0,0
1.687,4.7561e+05,1.5085,790.26,-2.7468,0,3.013e+05,1.1621e+05,-1.5734e+16,231.93,310.54,468.44,1,4.428,4.428,0,0
1.6902,4.7649e+05,1.507,791.27,-2.4073,0,3.0173e+05,1.1651e+05,-1.2008e+16,232.09,310.65,468.15,1,4.434,4.434,0,0
1.6935,4.7738e+05,1.5055,792.27,-2.0678,0,3.0215e+05,1.1682e+05,-8.2822e+15,232.26,310.76,467.85,1,4.44,4.44,0,0
1.6967,4.7826e+05,1.504,793.28,-1.7283,0,3.0257e+05,1.1713e+05,-4.5566e+15,232.42,310.87,467.55,1,4.446,4.446,0,0
1.6999,4.7914e+05,1.5025,794.29,-1.3888,0,3.03e+05,1.1743e+05,-8.3089e+14,232.59,310.98,467.25,1,4.452,4.452,0,0
1.7032,4.8003e+05,1.501,795.29,-1.0493,0,3.0342e+05,1.1774e+05,2.8948e+15,232.75,311.09,466.96,1,4.458,4.458,0,0
1.7064,4.8091e+05,1.4995,796.3,-0.70975,0,3.0384e+05,1.1804e+05,6.6204e+15,232.92,311.2,466.66,1,4.464,4.464,0,0
1.7096,4.8179e+05,1.498,797.31,-0.37026,0,3.0427e+05,1.1835e+05,1.0346e+16,233.09,311.31,466.36,1,4.47,4.47,0,0
1.7091,4.8165e+05,1.4983,797.15,-0.2525,0,3.042e+05,1.183e+05,9.6914e+15,233.05,311.29,466.42,1,4.476,4.476,0,0
1.7085,4.8149e+05,1.4986,796.99,-0.13646,0,3.0413e+05,1.1824e+05,9.0029e+15,233.02,311.27,466.48,1,4.482,4.482,0,0
1.7079,4.8134e+05,1.4989,796.82,-0.020421,0,3.0406e+05,1.1818e+05,8.3144e+15,232.99,311.25,466.54,1,4.488,4.488,0,0
1.7074,4.8118e+05,1.4992,796.66,0.095619,0,3.0399e+05,1.1813e+05,7.6259e+15,232.95,311.23,466.6,1,4.494,4.494,0,0
1.7068,4.8103e+05,1.4995,796.5,0.21166,0,3.0392e+05,1.1807e+05,6.9374e+15,232.92,311.2,466.67,1,4.5,4.5,0,0
1.7062,4.8087e+05,1.4999,796.33,0.3277,0,3.0385e+05,1.1801e+05,6.249e+15,232.89,311.18,466.73,1,4.506,4.506,0,0
1.7056,4.8071e+05,1.5002,796.17,0.44374,0,3.0378e+05,1.1796e+05,5.5605e+15,232.85,311.16,466.79,1,4.512,4.512,0,0
1.705,4.8056e+05,1.5005,796.01,0.49389,0,3.0371e+05,1.179e+05,4.8464e+15,232.82,311.14,466.85,1,4.518,4.518,0,0
1.7044,4.8039e+05,1.5009,795.86,0.39866,0,3.0364e+05,1.1784e+05,4.0756e+15,232.77,311.11,466.93,1,4.524,4.524,0,0
1.7038,4.8023e+05,1.5013,795.71,0.30344,0,3.0357e+05,1.1777e+05,3.3049e+15,232.73,311.08,467.01,1,4.53,4.53,0,0
1.7032,4.8007e+05,1.5016,795.55,0.20822,0,3.035e+05,1.1771e+05,2.5342e+15,232.69,311.05,467.09,1,4.536,4.536,0,0
1.7026,4.799e+05,1.502,795.4,0.11299,0,3.0344e+05,1.1765e+05,1.7635e+15,232.65,311.02,467.16,1,4.542,4.542,0,0
1.702,4.7974e+05,1.5024,795.25,0.017759,0,3.0337e+05,1.1758e+05,9.9271e+14,232.6,310.99,467.24,1,4.548,4.548,0,0
1.7014,4.7958e+05,1.5028,795.1,-0.077469,0,3.033e+05,1.1752e+05,2.2197e+14,232.56,310.97,467.32,1,4.554,4.554,0,0
1.7008,4.7941e+05,1.5032,794.95,-0.1727,0,3.0323e+05,1.1745e+05,-5.4877e+14,232.52,310.94,467.4,1,4.56,4.56,0,0
1.7019,4.7968e+05,1.5026,795.22,-0.37591,0,3.0335e+05,1.1755e+05,6.6317e+14,232.57,310.97,467.27,1,4.566,4.566,0,0
1.7039,4.8019e+05,1.5015,795.75,-0.64218,0,3.0357e+05,1.1775e+05,3.0329e+15,232.68,311.04,467.03,1,4.572,4.572,0,0
1.7059,4.807e+05,1.5003,796.28,-0.90846,0,3.0379e+05,1.1794e+05,5.4027e+15,232.79,311.12,466.78,1,4.578,4.578,0,0
1.7079,4.8122e+05,1.4992,796.8,-1.1747,0,3.0401e+05,1.1814e+05,7.7725e+15,232.9,311.19,466.54,1,4.584,4.584,0,0
1.7099,4.8173e+05,1.4981,797.33,-1.441,0,3.0423e+05,1.1833e+05,1.0142e+16,233.01,311.26,466.29,1,4.59,4.59,0,0
1.712,4.8224e+05,1.4969,797.85,-1.7073,0,3.0445e+05,1.1853e+05,1.2512e+16,233.12,311.33,466.05,1,4.596,4.596,0,0
1.714,4.8276e+05,1.4958,798.38,-1.9735,0,3.0467e+05,1.1872e+05,1.4882e+16,233.22,311.41,465.81,1,4.602,4.602,0,0
